STATION_NAME,INSTRUMENT,PARAMETER,DATE,measurement,name,value
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2020-09-09,34.25,exceed_25,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2020-09-09,34.25,exceed_27,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2020-09-11,44.666666666666664,exceed_25,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2020-09-11,44.666666666666664,exceed_27,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2020-09-12,119.70833333333333,exceed_25,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2020-09-12,119.70833333333333,exceed_27,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2020-09-13,128.45833333333334,exceed_25,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2020-09-13,128.45833333333334,exceed_27,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2020-09-14,150.55555555555554,exceed_25,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2020-09-14,150.55555555555554,exceed_27,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2020-09-15,132.375,exceed_25,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2020-09-15,132.375,exceed_27,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2020-09-16,63.77777777777778,exceed_25,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2020-09-16,63.77777777777778,exceed_27,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2020-09-17,56.94736842105263,exceed_25,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2020-09-17,56.94736842105263,exceed_27,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2020-09-18,45.166666666666664,exceed_25,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2020-09-18,45.166666666666664,exceed_27,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2021-08-12,33.541666666666664,exceed_25,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2021-08-12,33.541666666666664,exceed_27,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2021-08-13,68.95833333333333,exceed_25,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2021-08-13,68.95833333333333,exceed_27,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2021-08-14,68.95833333333333,exceed_25,TRUE
Abbotsford A Columbia Street,PM25 SHARP5030,PM25,2021-08-14,68.95833333333333,exceed_27,TRUE
Abbotsford Airport Walmsley Road,PM25_R&P_TEOM,PM25,2003-07-30,26.80952380952381,exceed_25,TRUE
Abbotsford Airport Walmsley Road,PM25_R&P_TEOM,PM25,2005-07-05,26.125,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2013-10-20,26.75,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2015-07-06,76.16666666666667,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2015-07-06,76.16666666666667,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2015-08-23,28.291666666666668,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2015-08-23,28.291666666666668,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-08-02,45.208333333333336,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-08-02,45.208333333333336,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-08-03,54.583333333333336,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-08-03,54.583333333333336,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-08-04,47.625,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-08-04,47.625,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-08-05,25.541666666666668,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-08-07,32.291666666666664,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-08-07,32.291666666666664,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-08-08,48.083333333333336,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-08-08,48.083333333333336,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-08-09,48.166666666666664,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-08-09,48.166666666666664,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-08-10,41.666666666666664,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-08-10,41.666666666666664,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-08-11,31.166666666666668,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-08-11,31.166666666666668,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-09-06,35.208333333333336,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-09-06,35.208333333333336,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-09-07,37,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2017-09-07,37,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2018-08-14,43.541666666666664,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2018-08-14,43.541666666666664,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2018-08-15,44.291666666666664,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2018-08-15,44.291666666666664,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2018-08-19,38.583333333333336,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2018-08-19,38.583333333333336,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2018-08-20,44.083333333333336,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2018-08-20,44.083333333333336,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2018-08-21,89.5,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2018-08-21,89.5,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2018-08-22,98.58333333333333,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2018-08-22,98.58333333333333,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2018-08-23,94.45833333333333,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2018-08-23,94.45833333333333,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2018-08-26,29.041666666666668,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2018-08-26,29.041666666666668,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2019-11-01,25.791666666666668,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2020-09-09,28.416666666666668,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2020-09-09,28.416666666666668,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2020-09-11,42.041666666666664,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2020-09-11,42.041666666666664,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2020-09-12,128.75,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2020-09-12,128.75,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2020-09-15,144.23809523809524,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2020-09-15,144.23809523809524,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2020-09-16,52.583333333333336,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2020-09-16,52.583333333333336,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2020-09-17,53.458333333333336,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2020-09-17,53.458333333333336,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2020-09-18,55.875,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2020-09-18,55.875,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2021-08-12,33.125,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2021-08-12,33.125,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2021-08-13,78.25,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2021-08-13,78.25,exceed_27,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2021-08-14,74.33333333333333,exceed_25,TRUE
Abbotsford Central,PM25 SHARP5030,PM25,2021-08-14,74.33333333333333,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2015-07-06,41.541666666666664,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2015-07-06,41.541666666666664,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2015-07-09,34.583333333333336,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2015-07-09,34.583333333333336,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2015-08-12,25.708333333333332,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2015-08-23,47.625,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2015-08-23,47.625,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-08-01,33.583333333333336,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-08-01,33.583333333333336,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-08-02,82.20833333333333,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-08-02,82.20833333333333,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-08-03,78.58333333333333,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-08-03,78.58333333333333,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-08-04,80.95833333333333,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-08-04,80.95833333333333,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-08-05,63.125,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-08-05,63.125,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-08-06,51.958333333333336,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-08-06,51.958333333333336,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-08-07,62.583333333333336,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-08-07,62.583333333333336,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-08-08,57.08695652173913,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-08-08,57.08695652173913,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-08-11,53.333333333333336,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-08-11,53.333333333333336,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-08-29,26.291666666666668,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-09-05,35.625,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-09-05,35.625,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-09-06,52.25,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-09-06,52.25,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-09-07,58.458333333333336,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2017-09-07,58.458333333333336,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-08-13,43.208333333333336,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-08-13,43.208333333333336,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-08-14,61.291666666666664,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-08-14,61.291666666666664,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-08-15,67.45833333333333,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-08-15,67.45833333333333,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-08-16,31.083333333333332,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-08-16,31.083333333333332,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-08-19,76.08333333333333,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-08-19,76.08333333333333,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-08-20,102.61904761904762,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-08-20,102.61904761904762,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-08-22,103.20833333333333,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-08-22,103.20833333333333,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-08-23,104.75,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-08-23,104.75,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-08-26,27.916666666666668,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-08-26,27.916666666666668,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-09-06,32.125,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2018-09-06,32.125,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2020-09-12,99.625,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2020-09-12,99.625,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2020-09-13,111.04166666666667,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2020-09-13,111.04166666666667,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2020-09-14,119.71428571428571,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2020-09-14,119.71428571428571,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2020-09-15,125.91666666666667,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2020-09-15,125.91666666666667,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2020-09-16,44.833333333333336,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2020-09-16,44.833333333333336,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2020-09-17,52.916666666666664,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2020-09-17,52.916666666666664,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2020-09-18,60.833333333333336,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2020-09-18,60.833333333333336,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2021-08-01,28.166666666666668,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2021-08-01,28.166666666666668,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2021-08-02,40.5,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2021-08-02,40.5,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2021-08-12,45.291666666666664,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2021-08-12,45.291666666666664,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2021-08-13,142.54166666666666,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2021-08-13,142.54166666666666,exceed_27,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2021-08-14,96.45833333333333,exceed_25,TRUE
Agassiz Municipal Hall,PM25_SHARP5030i,PM25,2021-08-14,96.45833333333333,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2005-09-13,28.304347826086957,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2005-09-13,28.304347826086957,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2010-08-05,31.875,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2010-08-05,31.875,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2015-07-06,102.83333333333333,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2015-07-06,102.83333333333333,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2015-07-09,31.416666666666668,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2015-07-09,31.416666666666668,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-02,37.583333333333336,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-02,37.583333333333336,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-03,82.70833333333333,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-03,82.70833333333333,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-04,46.708333333333336,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-04,46.708333333333336,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-05,48.583333333333336,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-05,48.583333333333336,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-06,41.541666666666664,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-06,41.541666666666664,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-07,48.375,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-07,48.375,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-08,54.083333333333336,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-08,54.083333333333336,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-09,56.083333333333336,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-09,56.083333333333336,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-10,51.958333333333336,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-10,51.958333333333336,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-11,40.958333333333336,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-08-11,40.958333333333336,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-09-05,31.416666666666668,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-09-05,31.416666666666668,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-09-06,40.5,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-09-06,40.5,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-09-07,46.291666666666664,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2017-09-07,46.291666666666664,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2018-08-13,34.95652173913044,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2018-08-13,34.95652173913044,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2018-08-14,59.208333333333336,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2018-08-14,59.208333333333336,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2018-08-15,53.25,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2018-08-15,53.25,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2018-08-16,25.125,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2018-08-20,82.66666666666667,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2018-08-20,82.66666666666667,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2018-08-21,53.75,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2018-08-21,53.75,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2018-08-22,70.70833333333333,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2018-08-22,70.70833333333333,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2018-08-23,91.25,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2018-08-23,91.25,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2018-08-26,25.208333333333332,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2020-09-11,49.52173913043478,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2020-09-11,49.52173913043478,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2020-09-12,125,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2020-09-12,125,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2020-09-13,141.41666666666666,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2020-09-13,141.41666666666666,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2020-09-14,169.25,exceed_25,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2020-09-14,169.25,exceed_27,TRUE
Burnaby Kensington Park,PM25 SHARP5030,PM25,2020-09-15,113,exceed_25,TRUE
