site,tfee,instrument,year,latitude,longitude,pollutant,metric,metric_value,airzone,colour_order,colour,label,colour_text,labels,popup
Vancouver International Airport #2,TRUE,PM25 SHARP5030,2018,49.1864,-123.1522,PM25,pm25_annual,5.6,Lower Fraser Valley,2,#FEE08B,Richmond-Airport,yellow,Actions for Preventing Air Quality Deterioration,Vancouver International Airport #2 <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Vancouver International Airport #2,FALSE,NA,2018,49.1864,-123.1522,SO2,so2_ann,0.5,Lower Fraser Valley,1,#A6D96A,Richmond-Airport,green,Actions for Keeping Clean Areas Clean,Vancouver International Airport #2 <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver International Airport #2,FALSE,NA,2019,49.1864,-123.1522,NO2,no2_ann,13.7,Lower Fraser Valley,3,#F46D43,Richmond-Airport,orange,Actions for Preventing CAAQS Exceedance,Vancouver International Airport #2 <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Vancouver International Airport #2,FALSE,NA,2019,49.1864,-123.1522,O3,o3_8h,44,Lower Fraser Valley,1,#A6D96A,Richmond-Airport,green,Actions for Keeping Clean Areas Clean,Vancouver International Airport #2 <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver International Airport #2,TRUE,NA,2019,49.1864,-123.1522,O3,o3_8h,44,Lower Fraser Valley,1,#A6D96A,Richmond-Airport,green,Actions for Keeping Clean Areas Clean,Vancouver International Airport #2 <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver International Airport #2,FALSE,PM25 SHARP5030,2019,49.1864,-123.1522,PM25,pm25_24h,21,Lower Fraser Valley,3,#F46D43,Richmond-Airport,orange,Actions for Preventing CAAQS Exceedance,Vancouver International Airport #2 <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Vancouver International Airport #2,TRUE,PM25 SHARP5030,2019,49.1864,-123.1522,PM25,pm25_annual,5.6,Lower Fraser Valley,2,#FEE08B,Richmond-Airport,yellow,Actions for Preventing Air Quality Deterioration,Vancouver International Airport #2 <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Vancouver International Airport #2,FALSE,NA,2019,49.1864,-123.1522,SO2,so2_ann,0.4,Lower Fraser Valley,1,#A6D96A,Richmond-Airport,green,Actions for Keeping Clean Areas Clean,Vancouver International Airport #2 <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver International Airport #2,FALSE,NA,2020,49.1864,-123.1522,NO2,no2_ann,11,Lower Fraser Valley,3,#F46D43,Richmond-Airport,orange,Actions for Preventing CAAQS Exceedance,Vancouver International Airport #2 <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Vancouver International Airport #2,FALSE,NA,2020,49.1864,-123.1522,O3,o3_8h,45,Lower Fraser Valley,1,#A6D96A,Richmond-Airport,green,Actions for Keeping Clean Areas Clean,Vancouver International Airport #2 <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver International Airport #2,TRUE,NA,2020,49.1864,-123.1522,O3,o3_8h,45,Lower Fraser Valley,1,#A6D96A,Richmond-Airport,green,Actions for Keeping Clean Areas Clean,Vancouver International Airport #2 <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver International Airport #2,FALSE,PM25 SHARP5030,2020,49.1864,-123.1522,PM25,pm25_24h,26,Lower Fraser Valley,3,#F46D43,Richmond-Airport,orange,Actions for Preventing CAAQS Exceedance,Vancouver International Airport #2 <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Vancouver International Airport #2,TRUE,PM25 SHARP5030,2020,49.1864,-123.1522,PM25,pm25_annual,5.1,Lower Fraser Valley,2,#FEE08B,Richmond-Airport,yellow,Actions for Preventing Air Quality Deterioration,Vancouver International Airport #2 <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Vancouver International Airport #2,FALSE,NA,2020,49.1864,-123.1522,SO2,so2_ann,0.2,Lower Fraser Valley,1,#A6D96A,Richmond-Airport,green,Actions for Keeping Clean Areas Clean,Vancouver International Airport #2 <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver International Airport #2,FALSE,NA,2021,49.1864,-123.1522,NO2,no2_ann,11.1,Lower Fraser Valley,3,#F46D43,Richmond-Airport,orange,Actions for Preventing CAAQS Exceedance,Vancouver International Airport #2 <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Vancouver International Airport #2,FALSE,NA,2021,49.1864,-123.1522,O3,o3_8h,44,Lower Fraser Valley,1,#A6D96A,Richmond-Airport,green,Actions for Keeping Clean Areas Clean,Vancouver International Airport #2 <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver International Airport #2,TRUE,NA,2021,49.1864,-123.1522,O3,o3_8h,44,Lower Fraser Valley,1,#A6D96A,Richmond-Airport,green,Actions for Keeping Clean Areas Clean,Vancouver International Airport #2 <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver International Airport #2,FALSE,PM25 SHARP5030,2021,49.1864,-123.1522,PM25,pm25_24h,20,Lower Fraser Valley,3,#F46D43,Richmond-Airport,orange,Actions for Preventing CAAQS Exceedance,Vancouver International Airport #2 <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Vancouver International Airport #2,TRUE,PM25 SHARP5030,2021,49.1864,-123.1522,PM25,pm25_annual,4.6,Lower Fraser Valley,2,#FEE08B,Richmond-Airport,yellow,Actions for Preventing Air Quality Deterioration,Vancouver International Airport #2 <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Vancouver International Airport #2,FALSE,NA,2021,49.1864,-123.1522,SO2,so2_ann,0.2,Lower Fraser Valley,1,#A6D96A,Richmond-Airport,green,Actions for Keeping Clean Areas Clean,Vancouver International Airport #2 <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver International Airport #2,FALSE,NA,2022,49.1864,-123.1522,NO2,no2_ann,12.3,Lower Fraser Valley,3,#F46D43,Richmond-Airport,orange,Actions for Preventing CAAQS Exceedance,Vancouver International Airport #2 <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Vancouver International Airport #2,FALSE,NA,2022,49.1864,-123.1522,O3,o3_8h,45,Lower Fraser Valley,1,#A6D96A,Richmond-Airport,green,Actions for Keeping Clean Areas Clean,Vancouver International Airport #2 <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver International Airport #2,TRUE,NA,2022,49.1864,-123.1522,O3,o3_8h,45,Lower Fraser Valley,1,#A6D96A,Richmond-Airport,green,Actions for Keeping Clean Areas Clean,Vancouver International Airport #2 <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver International Airport #2,FALSE,PM25 SHARP5030,2022,49.1864,-123.1522,PM25,pm25_24h,21,Lower Fraser Valley,3,#F46D43,Richmond-Airport,orange,Actions for Preventing CAAQS Exceedance,Vancouver International Airport #2 <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Vancouver International Airport #2,TRUE,PM25 SHARP5030,2022,49.1864,-123.1522,PM25,pm25_annual,4.8,Lower Fraser Valley,2,#FEE08B,Richmond-Airport,yellow,Actions for Preventing Air Quality Deterioration,Vancouver International Airport #2 <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Vancouver International Airport #2,FALSE,NA,2022,49.1864,-123.1522,SO2,so2_ann,0.3,Lower Fraser Valley,1,#A6D96A,Richmond-Airport,green,Actions for Keeping Clean Areas Clean,Vancouver International Airport #2 <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Kitsilano,FALSE,NA,2013,49.2617,-123.1633,NO2,no2_ann,16.1,Lower Fraser Valley,3,#F46D43,Vancouver-Kitsilano,orange,Actions for Preventing CAAQS Exceedance,Vancouver Kitsilano <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Vancouver Kitsilano,FALSE,NA,2013,49.2617,-123.1633,O3,o3_8h,46,Lower Fraser Valley,1,#A6D96A,Vancouver-Kitsilano,green,Actions for Keeping Clean Areas Clean,Vancouver Kitsilano <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Kitsilano,TRUE,NA,2013,49.2617,-123.1633,O3,o3_8h,46,Lower Fraser Valley,1,#A6D96A,Vancouver-Kitsilano,green,Actions for Keeping Clean Areas Clean,Vancouver Kitsilano <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Kitsilano,FALSE,PM25_R&P_TEOM,2013,49.2617,-123.1633,PM25,pm25_annual,4.9,Lower Fraser Valley,2,#FEE08B,Vancouver-Kitsilano,yellow,Actions for Preventing Air Quality Deterioration,Vancouver Kitsilano <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Vancouver Kitsilano,TRUE,PM25_R&P_TEOM,2013,49.2617,-123.1633,PM25,pm25_annual,4.9,Lower Fraser Valley,2,#FEE08B,Vancouver-Kitsilano,yellow,Actions for Preventing Air Quality Deterioration,Vancouver Kitsilano <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Vancouver Kitsilano,FALSE,NA,2013,49.2617,-123.1633,SO2,so2_ann,1,Lower Fraser Valley,1,#A6D96A,Vancouver-Kitsilano,green,Actions for Keeping Clean Areas Clean,Vancouver Kitsilano <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Kitsilano,FALSE,NA,2014,49.2617,-123.1633,NO2,no2_1hr,42.6,Lower Fraser Valley,3,#F46D43,Vancouver-Kitsilano,orange,Actions for Preventing CAAQS Exceedance,Vancouver Kitsilano <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Vancouver Kitsilano,FALSE,NA,2014,49.2617,-123.1633,O3,o3_8h,46,Lower Fraser Valley,1,#A6D96A,Vancouver-Kitsilano,green,Actions for Keeping Clean Areas Clean,Vancouver Kitsilano <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Kitsilano,TRUE,NA,2014,49.2617,-123.1633,O3,o3_8h,46,Lower Fraser Valley,1,#A6D96A,Vancouver-Kitsilano,green,Actions for Keeping Clean Areas Clean,Vancouver Kitsilano <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Kitsilano,FALSE,PM25_R&P_TEOM,2014,49.2617,-123.1633,PM25,pm25_annual,5.3,Lower Fraser Valley,2,#FEE08B,Vancouver-Kitsilano,yellow,Actions for Preventing Air Quality Deterioration,Vancouver Kitsilano <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Vancouver Kitsilano,TRUE,PM25_R&P_TEOM,2014,49.2617,-123.1633,PM25,pm25_annual,5.3,Lower Fraser Valley,2,#FEE08B,Vancouver-Kitsilano,yellow,Actions for Preventing Air Quality Deterioration,Vancouver Kitsilano <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Vancouver Kitsilano,FALSE,NA,2014,49.2617,-123.1633,SO2,so2_1hr,13.6,Lower Fraser Valley,1,#A6D96A,Vancouver-Kitsilano,green,Actions for Keeping Clean Areas Clean,Vancouver Kitsilano <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Pandora Park,FALSE,NA,2015,49.282286,-123.057608,SO2,so2_ann,NA,Lower Fraser Valley,0,#dbdbdb,Vancouver-Pandora Park,grey,Insufficient Data,Vancouver Pandora Park <br> SO2 Management Action: grey <br> Insufficient Data
Vancouver Pandora Park,FALSE,NA,2016,49.282286,-123.057608,SO2,so2_ann,1,Lower Fraser Valley,1,#A6D96A,Vancouver-Pandora Park,green,Actions for Keeping Clean Areas Clean,Vancouver Pandora Park <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Pandora Park,FALSE,NA,2017,49.282286,-123.057608,SO2,so2_ann,1.2,Lower Fraser Valley,1,#A6D96A,Vancouver-Pandora Park,green,Actions for Keeping Clean Areas Clean,Vancouver Pandora Park <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Pandora Park,FALSE,NA,2018,49.282286,-123.057608,SO2,so2_ann,0.7,Lower Fraser Valley,1,#A6D96A,Vancouver-Pandora Park,green,Actions for Keeping Clean Areas Clean,Vancouver Pandora Park <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Pandora Park,FALSE,NA,2019,49.282286,-123.057608,SO2,so2_ann,0.6,Lower Fraser Valley,1,#A6D96A,Vancouver-Pandora Park,green,Actions for Keeping Clean Areas Clean,Vancouver Pandora Park <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Pandora Park,FALSE,NA,2020,49.282286,-123.057608,SO2,so2_ann,0.5,Lower Fraser Valley,1,#A6D96A,Vancouver-Pandora Park,green,Actions for Keeping Clean Areas Clean,Vancouver Pandora Park <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,FALSE,NA,2013,49.2822,-123.1219,NO2,no2_ann,18,Lower Fraser Valley,4,#A50026,Vancouver-Dwtn,red,Actions for Achieving Air Zone CAAQS,Vancouver Robson Square <br> NO2 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Vancouver Robson Square,FALSE,NA,2013,49.2822,-123.1219,O3,o3_8h,38,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,TRUE,NA,2013,49.2822,-123.1219,O3,o3_8h,38,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,FALSE,NA,2013,49.2822,-123.1219,SO2,so2_ann,2.2,Lower Fraser Valley,2,#FEE08B,Vancouver-Dwtn,yellow,Actions for Preventing Air Quality Deterioration,Vancouver Robson Square <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Vancouver Robson Square,FALSE,NA,2014,49.2822,-123.1219,NO2,no2_ann,17.7,Lower Fraser Valley,4,#A50026,Vancouver-Dwtn,red,Actions for Achieving Air Zone CAAQS,Vancouver Robson Square <br> NO2 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Vancouver Robson Square,FALSE,NA,2014,49.2822,-123.1219,O3,o3_8h,37,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,TRUE,NA,2014,49.2822,-123.1219,O3,o3_8h,37,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,FALSE,NA,2014,49.2822,-123.1219,SO2,so2_ann,1.6,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,FALSE,NA,2015,49.2822,-123.1219,NO2,no2_ann,18.3,Lower Fraser Valley,4,#A50026,Vancouver-Dwtn,red,Actions for Achieving Air Zone CAAQS,Vancouver Robson Square <br> NO2 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Vancouver Robson Square,FALSE,NA,2015,49.2822,-123.1219,O3,o3_8h,37,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,TRUE,NA,2015,49.2822,-123.1219,O3,o3_8h,37,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,FALSE,NA,2015,49.2822,-123.1219,SO2,so2_ann,0.6,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,FALSE,NA,2016,49.2822,-123.1219,NO2,no2_ann,18.5,Lower Fraser Valley,4,#A50026,Vancouver-Dwtn,red,Actions for Achieving Air Zone CAAQS,Vancouver Robson Square <br> NO2 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Vancouver Robson Square,FALSE,NA,2016,49.2822,-123.1219,O3,o3_8h,34,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,TRUE,NA,2016,49.2822,-123.1219,O3,o3_8h,34,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,FALSE,NA,2016,49.2822,-123.1219,SO2,so2_1hr,10.7,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,FALSE,NA,2017,49.2822,-123.1219,NO2,no2_ann,19.1,Lower Fraser Valley,4,#A50026,Vancouver-Dwtn,red,Actions for Achieving Air Zone CAAQS,Vancouver Robson Square <br> NO2 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Vancouver Robson Square,FALSE,NA,2017,49.2822,-123.1219,O3,o3_8h,34,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,TRUE,NA,2017,49.2822,-123.1219,O3,o3_8h,34,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,FALSE,NA,2017,49.2822,-123.1219,SO2,so2_ann,0.5,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,FALSE,NA,2018,49.2822,-123.1219,NO2,no2_ann,17.3,Lower Fraser Valley,4,#A50026,Vancouver-Dwtn,red,Actions for Achieving Air Zone CAAQS,Vancouver Robson Square <br> NO2 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Vancouver Robson Square,FALSE,NA,2018,49.2822,-123.1219,O3,o3_8h,36,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,TRUE,NA,2018,49.2822,-123.1219,O3,o3_8h,36,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,FALSE,NA,2018,49.2822,-123.1219,SO2,so2_ann,0.4,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,FALSE,NA,2019,49.2822,-123.1219,NO2,no2_ann,16.1,Lower Fraser Valley,3,#F46D43,Vancouver-Dwtn,orange,Actions for Preventing CAAQS Exceedance,Vancouver Robson Square <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Vancouver Robson Square,FALSE,NA,2019,49.2822,-123.1219,O3,o3_8h,36,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,TRUE,NA,2019,49.2822,-123.1219,O3,o3_8h,36,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,FALSE,NA,2019,49.2822,-123.1219,SO2,so2_ann,0.3,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,FALSE,NA,2020,49.2822,-123.1219,NO2,no2_ann,15.5,Lower Fraser Valley,3,#F46D43,Vancouver-Dwtn,orange,Actions for Preventing CAAQS Exceedance,Vancouver Robson Square <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Vancouver Robson Square,FALSE,NA,2020,49.2822,-123.1219,O3,o3_8h,38,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,TRUE,NA,2020,49.2822,-123.1219,O3,o3_8h,38,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,FALSE,NA,2020,49.2822,-123.1219,SO2,so2_ann,0.3,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,FALSE,NA,2021,49.2822,-123.1219,NO2,no2_ann,15.8,Lower Fraser Valley,3,#F46D43,Vancouver-Dwtn,orange,Actions for Preventing CAAQS Exceedance,Vancouver Robson Square <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Vancouver Robson Square,FALSE,NA,2021,49.2822,-123.1219,O3,o3_8h,38,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,TRUE,NA,2021,49.2822,-123.1219,O3,o3_8h,38,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,FALSE,NA,2021,49.2822,-123.1219,SO2,so2_ann,0.4,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,FALSE,NA,2022,49.2822,-123.1219,NO2,no2_ann,15.3,Lower Fraser Valley,3,#F46D43,Vancouver-Dwtn,orange,Actions for Preventing CAAQS Exceedance,Vancouver Robson Square <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Vancouver Robson Square,FALSE,NA,2022,49.2822,-123.1219,O3,o3_8h,40,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,TRUE,NA,2022,49.2822,-123.1219,O3,o3_8h,40,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vancouver Robson Square,FALSE,NA,2022,49.2822,-123.1219,SO2,so2_ann,0.3,Lower Fraser Valley,1,#A6D96A,Vancouver-Dwtn,green,Actions for Keeping Clean Areas Clean,Vancouver Robson Square <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Vanderhoof Courthouse,FALSE,BAM1020,2013,54.0163,-124.0061,PM25,pm25_annual,10.8,Central Interior,4,#A50026,Vanderhoof,red,Actions for Achieving Air Zone CAAQS,Vanderhoof Courthouse <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Vanderhoof Courthouse,TRUE,BAM1020,2013,54.0163,-124.0061,PM25,pm25_annual,10.8,Central Interior,4,#A50026,Vanderhoof,red,Actions for Achieving Air Zone CAAQS,Vanderhoof Courthouse <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Vanderhoof Courthouse,FALSE,BAM1020,2014,54.0163,-124.0061,PM25,pm25_annual,11.3,Central Interior,4,#A50026,Vanderhoof,red,Actions for Achieving Air Zone CAAQS,Vanderhoof Courthouse <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Vanderhoof Courthouse,TRUE,BAM1020,2014,54.0163,-124.0061,PM25,pm25_annual,11.1,Central Interior,4,#A50026,Vanderhoof,red,Actions for Achieving Air Zone CAAQS,Vanderhoof Courthouse <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Vanderhoof Courthouse,FALSE,BAM1020,2015,54.0163,-124.0061,PM25,pm25_annual,10.6,Central Interior,4,#A50026,Vanderhoof,red,Actions for Achieving Air Zone CAAQS,Vanderhoof Courthouse <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Vanderhoof Courthouse,TRUE,BAM1020,2015,54.0163,-124.0061,PM25,pm25_annual,10.4,Central Interior,4,#A50026,Vanderhoof,red,Actions for Achieving Air Zone CAAQS,Vanderhoof Courthouse <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Vanderhoof Courthouse,FALSE,BAM1020,2016,54.0163,-124.0061,PM25,pm25_24h,32,Central Interior,4,#A50026,Vanderhoof,red,Actions for Achieving Air Zone CAAQS,Vanderhoof Courthouse <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Vanderhoof Courthouse,TRUE,BAM1020,2016,54.0163,-124.0061,PM25,pm25_24h,32,Central Interior,4,#A50026,Vanderhoof,red,Actions for Achieving Air Zone CAAQS,Vanderhoof Courthouse <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Vanderhoof Courthouse,FALSE,BAM1020,2017,54.0163,-124.0061,PM25,pm25_24h,35,Central Interior,4,#A50026,Vanderhoof,red,Actions for Achieving Air Zone CAAQS,Vanderhoof Courthouse <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Vanderhoof Courthouse,TRUE,BAM1020,2017,54.0163,-124.0061,PM25,pm25_24h,32,Central Interior,4,#A50026,Vanderhoof,red,Actions for Achieving Air Zone CAAQS,Vanderhoof Courthouse <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Vanderhoof Courthouse,FALSE,BAM1020,2018,54.0163,-124.0061,PM25,pm25_annual,13,Central Interior,4,#A50026,Vanderhoof,red,Actions for Achieving Air Zone CAAQS,Vanderhoof Courthouse <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Vanderhoof Courthouse,TRUE,BAM1020,2018,54.0163,-124.0061,PM25,pm25_24h,34,Central Interior,4,#A50026,Vanderhoof,red,Actions for Achieving Air Zone CAAQS,Vanderhoof Courthouse <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
