parameter,site,instrument,tfee,year,metric,value
PM25,Kitimat Haul Road,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,2.5417696341881126
PM25,Kitimat Rail,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_98P_24h,4.9139725
PM25,Kitimat Rail,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_98P_24h,4.9139725
PM25,Kitimat Rail,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_98P_24h,4.9125
PM25,Kitimat Rail,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_98P_24h,4.9125
PM25,Kitimat Rail,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_MEAN_24h,2.071890586639375
PM25,Kitimat Rail,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_MEAN_24h,2.071890586639375
PM25,Kitimat Rail,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,2.0714450404667795
PM25,Kitimat Rail,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,2.0714450404667795
PM25,Kitimat Riverlodge,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_98P_24h,7.877126625
PM25,Kitimat Riverlodge,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_98P_24h,7.877126625
PM25,Kitimat Riverlodge,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_98P_24h,7.875
PM25,Kitimat Riverlodge,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_98P_24h,7.875
PM25,Kitimat Riverlodge,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_MEAN_24h,2.810442787866931
PM25,Kitimat Riverlodge,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_MEAN_24h,2.810442787866931
PM25,Kitimat Riverlodge,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,2.8102801895253435
PM25,Kitimat Riverlodge,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,2.8102801895253435
PM25,Kitimat Whitesail,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_98P_24h,4.394493916666667
PM25,Kitimat Whitesail,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_98P_24h,4.394493916666667
PM25,Kitimat Whitesail,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_98P_24h,4.391666666666667
PM25,Kitimat Whitesail,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_98P_24h,4.391666666666667
PM25,Kitimat Whitesail,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_MEAN_24h,1.4816275241931767
PM25,Kitimat Whitesail,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_MEAN_24h,1.4816275241931767
PM25,Kitimat Whitesail,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,1.481449570449202
PM25,Kitimat Whitesail,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,1.481449570449202
PM25,Langford Lakewood Elementary School,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_98P_24h,10.971990166666666
PM25,Langford Lakewood Elementary School,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_98P_24h,10.971990166666666
PM25,Langford Lakewood Elementary School,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_98P_24h,10.970833333333333
PM25,Langford Lakewood Elementary School,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_98P_24h,10.970833333333333
PM25,Langford Lakewood Elementary School,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_MEAN_24h,3.2070282287331406
PM25,Langford Lakewood Elementary School,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_MEAN_24h,3.2070282287331406
PM25,Langford Lakewood Elementary School,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,3.207037455298325
PM25,Langford Lakewood Elementary School,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,3.207037455298325
PM25,Langley Central,PM25 SHARP5030,FALSE,2010,RAW_ANNUAL_98P_24h,15.129166666666666
PM25,Langley Central,PM25 SHARP5030,TRUE,2010,RAW_ANNUAL_98P_24h,15.129166666666666
PM25,Langley Central,PM25 SHARP5030,FALSE,2010,ROUNDED_ANNUAL_98P_24h,15.129166666666666
PM25,Langley Central,PM25 SHARP5030,TRUE,2010,ROUNDED_ANNUAL_98P_24h,15.129166666666666
PM25,Langley Central,PM25 SHARP5030,FALSE,2010,RAW_ANNUAL_MEAN_24h,4.128586223506744
PM25,Langley Central,PM25 SHARP5030,TRUE,2010,RAW_ANNUAL_MEAN_24h,4.128586223506744
PM25,Langley Central,PM25 SHARP5030,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,4.128586223506744
PM25,Langley Central,PM25 SHARP5030,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,4.128586223506744
PM25,Nanaimo Labieux Road,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_98P_24h,10.106801291666667
PM25,Nanaimo Labieux Road,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_98P_24h,10.106801291666667
PM25,Nanaimo Labieux Road,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_98P_24h,10.095833333333333
PM25,Nanaimo Labieux Road,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_98P_24h,10.095833333333333
PM25,Nanaimo Labieux Road,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_MEAN_24h,3.395199927837767
PM25,Nanaimo Labieux Road,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_MEAN_24h,3.395199927837767
PM25,Nanaimo Labieux Road,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,3.3950606610648304
PM25,Nanaimo Labieux Road,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,3.3950606610648304
PM25,Nelson Kutenai Place,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_98P_24h,10.29663725
PM25,Nelson Kutenai Place,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_98P_24h,10.29663725
PM25,Nelson Kutenai Place,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_98P_24h,10.295833333333333
PM25,Nelson Kutenai Place,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_98P_24h,10.295833333333333
PM25,Nelson Kutenai Place,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_MEAN_24h,3.7804170055974953
PM25,Nelson Kutenai Place,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_MEAN_24h,3.7804170055974953
PM25,Nelson Kutenai Place,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,3.7800106491525254
PM25,Nelson Kutenai Place,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,3.7800106491525254
PM25,North Vancouver Second Narrows,PM25 SHARP5030,FALSE,2010,RAW_ANNUAL_98P_24h,9.7
PM25,North Vancouver Second Narrows,PM25 SHARP5030,TRUE,2010,RAW_ANNUAL_98P_24h,9.7
PM25,North Vancouver Second Narrows,PM25 SHARP5030,FALSE,2010,ROUNDED_ANNUAL_98P_24h,9.7
PM25,North Vancouver Second Narrows,PM25 SHARP5030,TRUE,2010,ROUNDED_ANNUAL_98P_24h,9.7
PM25,North Vancouver Second Narrows,PM25 SHARP5030,FALSE,2010,RAW_ANNUAL_MEAN_24h,3.7112459142869407
PM25,North Vancouver Second Narrows,PM25 SHARP5030,TRUE,2010,RAW_ANNUAL_MEAN_24h,3.7112459142869407
PM25,North Vancouver Second Narrows,PM25 SHARP5030,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,3.7112459142869407
PM25,North Vancouver Second Narrows,PM25 SHARP5030,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,3.7112459142869407
PM25,Osoyoos Canada Customs,PM25 SHARP5030,FALSE,2010,RAW_ANNUAL_98P_24h,16.167728083333333
PM25,Osoyoos Canada Customs,PM25 SHARP5030,TRUE,2010,RAW_ANNUAL_98P_24h,16.167728083333333
PM25,Osoyoos Canada Customs,PM25 SHARP5030,FALSE,2010,ROUNDED_ANNUAL_98P_24h,16.158333333333335
PM25,Osoyoos Canada Customs,PM25 SHARP5030,TRUE,2010,ROUNDED_ANNUAL_98P_24h,16.158333333333335
PM25,Osoyoos Canada Customs,PM25 SHARP5030,FALSE,2010,RAW_ANNUAL_MEAN_24h,7.048212966814159
PM25,Osoyoos Canada Customs,PM25 SHARP5030,TRUE,2010,RAW_ANNUAL_MEAN_24h,7.048212966814159
PM25,Osoyoos Canada Customs,PM25 SHARP5030,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,7.049027567910758
PM25,Osoyoos Canada Customs,PM25 SHARP5030,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,7.049027567910758
PM25,Osoyoos Canada Customs,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_98P_24h,11.65921525
PM25,Osoyoos Canada Customs,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_98P_24h,11.65921525
PM25,Osoyoos Canada Customs,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_98P_24h,11.654166666666667
PM25,Osoyoos Canada Customs,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_98P_24h,11.654166666666667
PM25,Osoyoos Canada Customs,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_MEAN_24h,3.597399746924146
PM25,Osoyoos Canada Customs,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_MEAN_24h,3.597399746924146
PM25,Osoyoos Canada Customs,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,3.597049841932088
PM25,Osoyoos Canada Customs,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,3.597049841932088
PM25,Pitt Meadows Meadowlands School,PM25 SHARP5030,FALSE,2010,RAW_ANNUAL_98P_24h,11.541666666666666
PM25,Pitt Meadows Meadowlands School,PM25 SHARP5030,TRUE,2010,RAW_ANNUAL_98P_24h,11.541666666666666
PM25,Pitt Meadows Meadowlands School,PM25 SHARP5030,FALSE,2010,ROUNDED_ANNUAL_98P_24h,11.541666666666666
PM25,Pitt Meadows Meadowlands School,PM25 SHARP5030,TRUE,2010,ROUNDED_ANNUAL_98P_24h,11.541666666666666
PM25,Pitt Meadows Meadowlands School,PM25 SHARP5030,FALSE,2010,RAW_ANNUAL_MEAN_24h,3.9305771748061438
PM25,Pitt Meadows Meadowlands School,PM25 SHARP5030,TRUE,2010,RAW_ANNUAL_MEAN_24h,3.9305771748061438
PM25,Pitt Meadows Meadowlands School,PM25 SHARP5030,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,3.9305771748061438
PM25,Pitt Meadows Meadowlands School,PM25 SHARP5030,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,3.9305771748061438
PM25,Port Alberni Elementary,BAM1020,FALSE,2010,RAW_ANNUAL_98P_24h,27.724868041666667
PM25,Port Alberni Elementary,BAM1020,TRUE,2010,RAW_ANNUAL_98P_24h,27.724868041666667
PM25,Port Alberni Elementary,BAM1020,FALSE,2010,ROUNDED_ANNUAL_98P_24h,27.729166666666668
PM25,Port Alberni Elementary,BAM1020,TRUE,2010,ROUNDED_ANNUAL_98P_24h,27.729166666666668
PM25,Port Alberni Elementary,BAM1020,FALSE,2010,RAW_ANNUAL_MEAN_24h,7.8373516633514315
PM25,Port Alberni Elementary,BAM1020,TRUE,2010,RAW_ANNUAL_MEAN_24h,7.8373516633514315
PM25,Port Alberni Elementary,BAM1020,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,7.837547381729801
PM25,Port Alberni Elementary,BAM1020,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,7.837547381729801
PM25,Port Moody Rocky Point Park,PM25 SHARP5030,FALSE,2010,RAW_ANNUAL_98P_24h,11.195833333333333
PM25,Port Moody Rocky Point Park,PM25 SHARP5030,TRUE,2010,RAW_ANNUAL_98P_24h,11.195833333333333
PM25,Port Moody Rocky Point Park,PM25 SHARP5030,FALSE,2010,ROUNDED_ANNUAL_98P_24h,11.195833333333333
PM25,Port Moody Rocky Point Park,PM25 SHARP5030,TRUE,2010,ROUNDED_ANNUAL_98P_24h,11.195833333333333
PM25,Port Moody Rocky Point Park,PM25 SHARP5030,FALSE,2010,RAW_ANNUAL_MEAN_24h,4.484916157581454
PM25,Port Moody Rocky Point Park,PM25 SHARP5030,TRUE,2010,RAW_ANNUAL_MEAN_24h,4.484916157581454
PM25,Port Moody Rocky Point Park,PM25 SHARP5030,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,4.484916157581454
PM25,Port Moody Rocky Point Park,PM25 SHARP5030,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,4.484916157581454
PM25,Powell River James Thomson School,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_98P_24h,10.792305708333334
PM25,Powell River James Thomson School,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_98P_24h,10.792305708333334
PM25,Powell River James Thomson School,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_98P_24h,10.791666666666666
PM25,Powell River James Thomson School,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_98P_24h,10.791666666666666
PM25,Powell River James Thomson School,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_MEAN_24h,2.4197564948452683
PM25,Powell River James Thomson School,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_MEAN_24h,2.4197564948452683
PM25,Powell River James Thomson School,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,2.419498682610091
PM25,Powell River James Thomson School,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,2.419498682610091
PM25,Powell River Wildwood,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_98P_24h,18.153501458333334
PM25,Powell River Wildwood,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_98P_24h,18.153501458333334
PM25,Powell River Wildwood,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_98P_24h,18.15
PM25,Powell River Wildwood,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_98P_24h,18.15
PM25,Powell River Wildwood,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_MEAN_24h,3.3121762784381494
PM25,Powell River Wildwood,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_MEAN_24h,3.3121762784381494
PM25,Powell River Wildwood,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,3.312241802418096
PM25,Powell River Wildwood,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,3.312241802418096
PM25,Prince George Denicola Ranch,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_98P_24h,58.075
PM25,Prince George Denicola Ranch,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_98P_24h,58.075
PM25,Prince George Denicola Ranch,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_98P_24h,58.075
PM25,Prince George Denicola Ranch,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_98P_24h,58.075
PM25,Prince George Denicola Ranch,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_MEAN_24h,9.186726172355113
PM25,Prince George Denicola Ranch,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_MEAN_24h,9.186726172355113
PM25,Prince George Denicola Ranch,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,9.186726172355113
PM25,Prince George Denicola Ranch,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,9.186726172355113
PM25,Prince George Exploration Place Trailer,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_98P_24h,66.7
PM25,Prince George Exploration Place Trailer,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_98P_24h,66.7
PM25,Prince George Exploration Place Trailer,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_98P_24h,66.7
PM25,Prince George Exploration Place Trailer,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_98P_24h,66.7
PM25,Prince George Exploration Place Trailer,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_MEAN_24h,9.817072723622113
PM25,Prince George Exploration Place Trailer,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_MEAN_24h,9.817072723622113
PM25,Prince George Exploration Place Trailer,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,9.817072723622113
PM25,Prince George Exploration Place Trailer,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,9.817072723622113
PM25,Prince George Gladstone School,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_98P_24h,32.089045375
PM25,Prince George Gladstone School,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_98P_24h,32.089045375
PM25,Prince George Gladstone School,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_98P_24h,32.0875
PM25,Prince George Gladstone School,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_98P_24h,32.0875
PM25,Prince George Gladstone School,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_MEAN_24h,7.21908989602955
PM25,Prince George Gladstone School,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_MEAN_24h,7.21908989602955
PM25,Prince George Gladstone School,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,7.219042515445034
PM25,Prince George Gladstone School,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,7.219042515445034
PM25,Prince George Plaza 400,PM25 SHARP5030,FALSE,2010,RAW_ANNUAL_98P_24h,72.1825
PM25,Prince George Plaza 400,PM25 SHARP5030,TRUE,2010,RAW_ANNUAL_98P_24h,72.1825
PM25,Prince George Plaza 400,PM25 SHARP5030,FALSE,2010,ROUNDED_ANNUAL_98P_24h,72.19166666666666
PM25,Prince George Plaza 400,PM25 SHARP5030,TRUE,2010,ROUNDED_ANNUAL_98P_24h,72.19166666666666
PM25,Prince George Plaza 400,PM25 SHARP5030,FALSE,2010,RAW_ANNUAL_MEAN_24h,13.75772973076822
PM25,Prince George Plaza 400,PM25 SHARP5030,TRUE,2010,RAW_ANNUAL_MEAN_24h,13.75772973076822
PM25,Prince George Plaza 400,PM25 SHARP5030,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,13.760490743241215
PM25,Prince George Plaza 400,PM25 SHARP5030,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,13.760490743241215
PM25,Prince George Plaza 400,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_98P_24h,38.14929372727273
PM25,Prince George Plaza 400,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_98P_24h,38.14929372727273
PM25,Prince George Plaza 400,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_98P_24h,38.14545454545454
PM25,Prince George Plaza 400,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_98P_24h,38.14545454545454
PM25,Prince George Plaza 400,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_MEAN_24h,8.207920522026846
PM25,Prince George Plaza 400,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_MEAN_24h,8.207920522026846
PM25,Prince George Plaza 400,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,8.20769367311779
PM25,Prince George Plaza 400,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,8.20769367311779
PM25,Quadra Island Cape Mudge Village,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_98P_24h,19.709941041666667
PM25,Quadra Island Cape Mudge Village,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_98P_24h,19.709941041666667
PM25,Quadra Island Cape Mudge Village,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_98P_24h,19.7
PM25,Quadra Island Cape Mudge Village,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_98P_24h,19.7
PM25,Quadra Island Cape Mudge Village,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_MEAN_24h,4.120516123041552
PM25,Quadra Island Cape Mudge Village,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_MEAN_24h,4.120516123041552
PM25,Quadra Island Cape Mudge Village,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,4.120267179355076
PM25,Quadra Island Cape Mudge Village,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,4.120267179355076
PM25,Quesnel,SHARP,FALSE,2010,RAW_ANNUAL_98P_24h,50.761040869565214
PM25,Quesnel,SHARP,TRUE,2010,RAW_ANNUAL_98P_24h,50.761040869565214
PM25,Quesnel,SHARP,FALSE,2010,ROUNDED_ANNUAL_98P_24h,50.75217391304348
PM25,Quesnel,SHARP,TRUE,2010,ROUNDED_ANNUAL_98P_24h,50.75217391304348
PM25,Quesnel,SHARP,FALSE,2010,RAW_ANNUAL_MEAN_24h,8.804772712332905
PM25,Quesnel,SHARP,TRUE,2010,RAW_ANNUAL_MEAN_24h,8.804772712332905
PM25,Quesnel,SHARP,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,8.804671588897389
PM25,Quesnel,SHARP,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,8.804671588897389
PM25,Quesnel Maple Drive,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_98P_24h,49.48345625
PM25,Quesnel Maple Drive,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_98P_24h,49.48345625
PM25,Quesnel Maple Drive,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_98P_24h,49.479166666666664
PM25,Quesnel Maple Drive,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_98P_24h,49.479166666666664
PM25,Quesnel Maple Drive,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_MEAN_24h,8.989552166702778
PM25,Quesnel Maple Drive,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_MEAN_24h,8.989552166702778
PM25,Quesnel Maple Drive,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,8.989207467336664
PM25,Quesnel Maple Drive,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,8.989207467336664
PM25,Quesnel West Correlieu School,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_98P_24h,48.25407795652174
PM25,Quesnel West Correlieu School,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_98P_24h,48.25407795652174
PM25,Quesnel West Correlieu School,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_98P_24h,48.24782608695652
PM25,Quesnel West Correlieu School,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_98P_24h,48.24782608695652
PM25,Quesnel West Correlieu School,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_MEAN_24h,7.646848405045439
PM25,Quesnel West Correlieu School,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_MEAN_24h,7.646848405045439
PM25,Quesnel West Correlieu School,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,7.646608591251653
PM25,Quesnel West Correlieu School,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,7.646608591251653
PM25,Revelstoke Mt Begbie School,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_98P_24h,20.31810375
PM25,Revelstoke Mt Begbie School,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_98P_24h,20.31810375
PM25,Revelstoke Mt Begbie School,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_98P_24h,20.316666666666666
PM25,Revelstoke Mt Begbie School,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_98P_24h,20.316666666666666
PM25,Revelstoke Mt Begbie School,PM25_R&P_TEOM,FALSE,2010,RAW_ANNUAL_MEAN_24h,6.030987534988714
PM25,Revelstoke Mt Begbie School,PM25_R&P_TEOM,TRUE,2010,RAW_ANNUAL_MEAN_24h,6.030987534988714
PM25,Revelstoke Mt Begbie School,PM25_R&P_TEOM,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,6.031288221649042
PM25,Revelstoke Mt Begbie School,PM25_R&P_TEOM,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,6.031288221649042
PM25,Richmond South,PM25 SHARP5030,FALSE,2010,RAW_ANNUAL_98P_24h,12.166666666666666
PM25,Richmond South,PM25 SHARP5030,TRUE,2010,RAW_ANNUAL_98P_24h,12.166666666666666
PM25,Richmond South,PM25 SHARP5030,FALSE,2010,ROUNDED_ANNUAL_98P_24h,12.166666666666666
PM25,Richmond South,PM25 SHARP5030,TRUE,2010,ROUNDED_ANNUAL_98P_24h,12.166666666666666
PM25,Richmond South,PM25 SHARP5030,FALSE,2010,RAW_ANNUAL_MEAN_24h,4.224332899920744
PM25,Richmond South,PM25 SHARP5030,TRUE,2010,RAW_ANNUAL_MEAN_24h,4.224332899920744
PM25,Richmond South,PM25 SHARP5030,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,4.224332899920744
PM25,Richmond South,PM25 SHARP5030,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,4.224332899920744
PM25,Rolla MAML,PM_GRIMM,FALSE,2010,RAW_ANNUAL_98P_24h,27.010879045454544
PM25,Rolla MAML,PM_GRIMM,TRUE,2010,RAW_ANNUAL_98P_24h,27.010879045454544
PM25,Rolla MAML,PM_GRIMM,FALSE,2010,ROUNDED_ANNUAL_98P_24h,27.009090909090908
PM25,Rolla MAML,PM_GRIMM,TRUE,2010,ROUNDED_ANNUAL_98P_24h,27.009090909090908
PM25,Rolla MAML,PM_GRIMM,FALSE,2010,RAW_ANNUAL_MEAN_24h,7.775946582766767
PM25,Rolla MAML,PM_GRIMM,TRUE,2010,RAW_ANNUAL_MEAN_24h,7.775946582766767
PM25,Rolla MAML,PM_GRIMM,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,7.7765890651890235
PM25,Rolla MAML,PM_GRIMM,TRUE,2010,ROUNDED_ANNUAL_MEAN_24h,7.7765890651890235
PM25,Rumble Beach Hospital,BAM1020,FALSE,2010,RAW_ANNUAL_98P_24h,28.694400666666667
PM25,Rumble Beach Hospital,BAM1020,TRUE,2010,RAW_ANNUAL_98P_24h,28.694400666666667
PM25,Rumble Beach Hospital,BAM1020,FALSE,2010,ROUNDED_ANNUAL_98P_24h,28.695833333333333
PM25,Rumble Beach Hospital,BAM1020,TRUE,2010,ROUNDED_ANNUAL_98P_24h,28.695833333333333
PM25,Rumble Beach Hospital,BAM1020,FALSE,2010,RAW_ANNUAL_MEAN_24h,13.79581095854552
PM25,Rumble Beach Hospital,BAM1020,TRUE,2010,RAW_ANNUAL_MEAN_24h,13.79581095854552
PM25,Rumble Beach Hospital,BAM1020,FALSE,2010,ROUNDED_ANNUAL_MEAN_24h,13.79580525383201
